record_id,state,district,land_type,project_type,cadastral_area_sqm,survey_area_sqm,compensation_amount,displaced_families,notification_date,award_date,rr_disbursement_ratio,is_anomaly_injected,injected_anomaly_type
REC_100593,Maharashtra,District_2,Forest,Dam,10601.3,10847.48,1224691.06,2,2020-06-06,2021-01-27,0.92,0,None
REC_100594,Karnataka,District_1,Forest,Highway,5116.05,5303.81,518123.43,1,2020-10-28,2022-08-30,0.9,0,None
REC_100595,Gujarat,District_4,Agricultural,Railway,12722.65,12806.43,3664118.83,3,2020-06-23,2021-10-14,0.89,0,None
REC_100596,Maharashtra,District_16,Agricultural,Urban Development,11931.59,12426.56,3692324.3,3,2022-03-14,2023-10-22,0.91,0,None
REC_100597,UP,District_16,Residential,Highway,11087.34,11028.44,21894794.73,1,2021-10-19,2023-05-18,0.83,0,None
REC_100598,Gujarat,District_12,Forest,Urban Development,18568.41,19468.2,1341169.32,3,2020-07-10,2022-04-07,0.92,0,None
REC_100599,Maharashtra,District_9,Forest,Dam,19333.82,19869.02,3451585.56,4,2020-09-26,2021-11-11,0.98,0,None
REC_100600,Karnataka,District_19,Agricultural,Railway,6952.84,7081.27,1360063.43,1,2022-02-09,2022-11-15,0.86,0,None
REC_100601,Maharashtra,District_12,Forest,Railway,5069.34,4987.47,455492.82,1,2021-07-20,2022-03-19,0.97,0,None
REC_100602,UP,District_17,Forest,Dam,3613.49,3544.45,513605.92,0,2021-08-09,2022-10-04,0.96,0,None
REC_100603,UP,District_10,Agricultural,Dam,18969.48,19742.98,4801748.12,5,2022-07-13,2023-02-13,0.97,0,None
REC_100604,MP,District_19,Commercial,Highway,4417.77,4218.91,17724121.61,0,2022-08-30,2024-05-30,0.92,0,None
REC_100605,Gujarat,District_6,Commercial,Railway,830.9,836.45,3666071.71,0,2020-05-09,2020-12-18,0.96,0,None
REC_100606,UP,District_3,Forest,Railway,11069.3,11069.3,1689897.79,2,2022-04-22,2022-05-07,0.9,1,Timeline Irregularity
REC_100607,Maharashtra,District_3,Forest,Dam,9963.17,10075.87,1726024.18,2,2021-07-19,2022-12-14,0.9,0,None
REC_100608,Karnataka,District_17,Forest,Highway,12723.24,12725.62,2596335.69,3,2022-03-16,2024-02-29,0.83,0,None
REC_100609,UP,District_4,Forest,Railway,11151.83,10704.9,1770984.66,1,2020-05-31,2021-03-09,0.97,0,None
REC_100610,Maharashtra,District_19,Agricultural,Urban Development,14539.94,14152.73,2170398.36,2,2022-06-07,2024-06-04,0.94,0,None
REC_100611,Karnataka,District_14,Residential,Dam,2972.64,2871.82,6972682.37,0,2021-11-01,2023-09-09,0.82,0,None
REC_100612,MP,District_20,Forest,Highway,16385.19,16211.82,2439681.52,3,2020-06-25,2021-09-30,0.89,0,None
REC_100613,UP,District_5,Forest,Highway,17012.31,17136.11,2060811.86,4,2021-02-09,2022-07-13,0.9,0,None
REC_100614,Gujarat,District_2,Forest,Urban Development,2583.01,2572.85,192284.03,0,2022-07-07,2024-01-19,0.86,0,None
REC_100615,Maharashtra,District_11,Residential,Urban Development,11258.39,10986.19,20253346.2,2,2020-10-14,2022-08-28,0.95,0,None
REC_100616,Maharashtra,District_8,Commercial,Urban Development,14331.27,14422.62,95397373.84,3,2022-09-24,2024-06-18,0.81,0,None
REC_100617,Karnataka,District_9,Forest,Highway,4364.83,4542.0,417020.07,0,2020-07-11,2022-04-04,0.9,0,None
REC_100618,Gujarat,District_14,Forest,Urban Development,4321.61,4340.99,802635.01,1,2022-04-20,2022-12-13,0.93,0,None
REC_100619,MP,District_6,Agricultural,Urban Development,5668.42,5951.54,2503875.58,1,2021-12-27,2023-11-25,0.9,0,None
REC_100620,UP,District_5,Agricultural,Railway,3449.65,3303.9,639766.1,0,2020-07-16,2021-08-05,0.88,0,None
REC_100621,Maharashtra,District_8,Agricultural,Dam,12929.35,13415.41,6405951.06,1,2020-02-21,2021-08-23,0.9,0,None
REC_100622,Gujarat,District_9,Residential,Dam,12689.29,12134.65,25057602.8,1,2021-06-01,2023-01-08,0.95,0,None
REC_100623,Maharashtra,District_1,Commercial,Urban Development,3153.1,3112.83,13695022.02,0,2021-05-15,2023-02-10,0.88,0,None
REC_100624,Gujarat,District_16,Residential,Urban Development,1590.56,1644.08,1915175.71,0,2020-06-16,2021-09-03,0.91,0,None
REC_100625,Maharashtra,District_10,Agricultural,Dam,4354.96,4559.69,940549.59,1,2020-02-20,2021-01-31,0.96,0,None
REC_100626,MP,District_7,Commercial,Railway,3144.72,3282.29,22590482.46,0,2021-11-24,2022-12-20,0.85,0,None
REC_100627,Karnataka,District_14,Agricultural,Highway,4581.47,4650.31,556211.59,1,2021-04-30,2022-03-11,0.85,0,None
REC_100628,Gujarat,District_20,Agricultural,Railway,8344.08,8219.51,1120948.15,2,2020-09-15,2022-01-20,0.83,0,None
REC_100629,Karnataka,District_14,Forest,Urban Development,7780.39,7676.69,561895.92,1,2021-04-15,2022-06-27,0.82,0,None
REC_100630,Gujarat,District_15,Residential,Dam,15723.3,15211.5,33259780.68,4,2021-08-21,2022-06-01,0.93,0,None
REC_100631,Maharashtra,District_17,Residential,Urban Development,17403.02,17821.58,57036786.35,3,2020-11-01,2021-08-18,0.83,0,None
REC_100632,UP,District_3,Residential,Urban Development,14542.17,13841.36,27217128.11,2,2021-10-17,2023-03-13,0.92,0,None
REC_100633,Karnataka,District_9,Residential,Railway,16807.68,17605.64,25185488.65,3,2020-06-02,2022-05-12,1.0,0,None
REC_100634,Gujarat,District_2,Forest,Urban Development,6409.78,6441.45,415264.11,1,2021-11-28,2022-10-17,0.85,0,None
REC_100635,Maharashtra,District_16,Residential,Urban Development,16951.77,17313.87,44212122.08,3,2022-07-17,2024-03-16,0.97,0,None
REC_100636,UP,District_13,Agricultural,Railway,19348.52,18999.71,6192924.56,5,2020-12-17,2022-01-28,0.87,0,None
REC_100637,MP,District_16,Residential,Urban Development,14628.88,15035.43,39146068.05,2,2022-05-15,2023-05-04,0.88,0,None
REC_100638,MP,District_6,Residential,Highway,10755.96,10507.97,17807635.04,3,2021-04-27,2022-03-04,0.94,0,None
REC_100639,Karnataka,District_18,Commercial,Urban Development,13130.54,12945.96,66391837.76,1,2021-11-01,2022-07-30,0.99,0,None
REC_100640,Gujarat,District_12,Commercial,Urban Development,9600.32,9608.68,61569297.68,2,2021-03-06,2022-08-07,0.83,0,None
REC_100641,Karnataka,District_9,Residential,Dam,9483.89,9791.66,15008320.63,1,2022-05-21,2023-03-17,0.85,0,None
REC_100642,UP,District_2,Agricultural,Dam,12127.04,12211.0,5513865.18,3,2022-06-29,2023-07-13,0.91,0,None
REC_100643,MP,District_4,Forest,Urban Development,18927.83,18870.68,1683059.13,4,2021-02-27,2021-10-20,0.87,0,None
REC_100644,Gujarat,District_5,Commercial,Urban Development,10322.53,10748.03,48552341.56,1,2021-02-23,2022-12-03,0.95,0,None
REC_100645,Gujarat,District_11,Commercial,Highway,19373.36,18882.55,110733274.64,4,2021-05-14,2022-10-16,0.91,0,None
REC_100646,Gujarat,District_11,Agricultural,Highway,5955.46,6070.63,2369138.83,0,2021-04-07,2022-07-11,0.9,0,None
REC_100647,Gujarat,District_6,Commercial,Dam,9091.76,9431.21,64168799.28,2,2022-03-15,2022-12-10,0.87,0,None
REC_100648,Gujarat,District_20,Forest,Dam,10485.73,10376.73,1777547.01,1,2021-02-17,2022-10-29,0.88,0,None
REC_100649,UP,District_13,Agricultural,Highway,15357.72,14992.63,4668039.14,1,2021-06-30,2022-07-19,0.99,0,None
REC_100650,Karnataka,District_1,Residential,Railway,5731.6,5740.31,15879573.31,1,2020-01-19,2020-07-21,0.91,0,None
REC_100651,Gujarat,District_8,Residential,Urban Development,2959.68,2821.32,4679326.23,0,2020-05-12,2021-02-21,0.99,0,None
REC_100652,UP,District_17,Residential,Railway,1740.23,1708.96,5372134.75,0,2020-03-07,2020-10-19,0.92,0,None
REC_100653,Karnataka,District_10,Forest,Urban Development,1301.11,1270.93,279482.74,0,2021-03-20,2022-01-31,0.91,0,None
REC_100654,Karnataka,District_16,Residential,Railway,18713.64,19591.21,50552105.32,5,2020-06-17,2022-01-31,0.9,0,None
REC_100655,Maharashtra,District_8,Commercial,Railway,10799.47,10270.34,53278315.66,2,2020-08-04,2021-02-22,0.99,0,None
REC_100656,MP,District_17,Commercial,Highway,8775.25,8527.53,45603012.52,1,2021-01-10,2021-08-16,0.87,0,None
REC_100657,UP,District_9,Agricultural,Highway,4824.7,4824.7,8966182.14,0,2021-11-08,2022-08-25,0.8,1,Compensation Outlier
REC_100658,Maharashtra,District_4,Forest,Dam,15543.73,15983.38,1066711.09,4,2021-01-24,2021-11-26,0.9,0,None
REC_100659,MP,District_9,Forest,Railway,16983.93,16494.45,1573587.15,2,2020-07-29,2021-02-03,0.81,0,None
REC_100660,Karnataka,District_14,Agricultural,Urban Development,983.94,1023.45,523297.24,0,2021-09-29,2022-08-15,0.82,0,None
REC_100661,UP,District_4,Agricultural,Urban Development,13551.65,13964.93,7567706.64,2,2020-04-26,2021-02-08,0.9,0,None
REC_100662,UP,District_7,Commercial,Urban Development,11403.16,11428.06,64051228.63,1,2022-05-01,2024-04-15,0.95,0,None
REC_100663,Gujarat,District_12,Forest,Urban Development,7642.58,7507.71,616864.32,1,2020-06-13,2021-01-19,0.83,0,None
REC_100664,MP,District_16,Commercial,Dam,14091.75,13395.43,63109526.1,3,2020-12-04,2022-01-28,0.82,0,None
REC_100665,Maharashtra,District_1,Agricultural,Highway,18440.74,19255.65,4499189.0,2,2022-05-05,2024-03-20,0.93,0,None
REC_100666,Gujarat,District_3,Agricultural,Highway,9678.67,9486.7,1152434.13,2,2022-07-15,2023-09-30,0.95,0,None
REC_100667,Gujarat,District_15,Residential,Urban Development,2791.29,2818.19,8086474.81,0,2021-04-20,2021-12-07,0.9,0,None
REC_100668,Maharashtra,District_6,Agricultural,Urban Development,3016.77,3096.44,949581.1,0,2021-01-03,2022-05-18,0.82,0,None
REC_100669,UP,District_4,Agricultural,Highway,4393.56,4352.42,1130850.2,0,2020-01-10,2020-11-26,0.96,0,None
REC_100670,Gujarat,District_11,Residential,Dam,16252.71,15665.01,36379556.18,3,2022-09-05,2023-12-03,0.93,0,None
REC_100671,Maharashtra,District_12,Residential,Railway,18183.9,18718.75,22976281.93,5,2020-04-26,2021-12-07,0.85,0,None
REC_100672,UP,District_15,Residential,Dam,18022.64,18680.46,44130354.09,2,2021-12-07,2023-10-07,0.85,0,None
REC_100673,UP,District_6,Agricultural,Railway,5398.24,5366.86,1229780.06,1,2021-12-13,2022-08-10,0.98,0,None
REC_100674,Gujarat,District_4,Forest,Dam,6974.01,7188.61,713011.79,0,2022-04-01,2023-12-20,0.83,0,None
REC_100675,Gujarat,District_20,Forest,Urban Development,12858.77,12515.69,2152011.36,2,2021-09-18,2022-04-15,0.94,0,None
REC_100676,Gujarat,District_16,Forest,Highway,7766.81,19537.86,3292514.64,1,2022-06-27,2024-02-18,0.84,1,Spatial Discrepancy
REC_100677,Maharashtra,District_3,Residential,Urban Development,11456.6,11221.4,27936235.64,2,2020-01-13,2021-12-30,0.88,0,None
REC_100678,MP,District_19,Commercial,Urban Development,9457.25,9838.63,52362601.15,1,2021-06-15,2023-05-31,0.94,0,None
REC_100679,MP,District_4,Forest,Railway,17212.07,16852.67,1613671.67,1,2021-05-08,2022-10-24,0.97,0,None
REC_100680,UP,District_5,Agricultural,Highway,12123.25,12495.75,1762008.34,1,2021-10-20,2022-09-25,0.99,0,None
REC_100681,MP,District_16,Forest,Railway,3639.2,3798.76,309775.02,0,2020-03-17,2022-01-29,0.91,0,None
REC_100682,Karnataka,District_8,Residential,Urban Development,9803.64,9713.34,22591754.74,2,2020-02-21,2022-01-20,0.86,0,None
REC_100683,Gujarat,District_18,Forest,Dam,527.85,516.6,101620.8,0,2022-04-16,2023-06-10,0.83,0,None
REC_100684,Maharashtra,District_15,Forest,Dam,15960.38,15686.27,2668906.61,4,2020-03-31,2022-02-19,0.93,0,None
REC_100685,UP,District_11,Agricultural,Dam,8881.71,8486.25,1835583.13,1,2022-02-02,2022-08-19,0.9,0,None
REC_100686,Maharashtra,District_13,Forest,Highway,14720.18,14794.59,3015557.86,2,2021-07-24,2022-01-20,0.88,0,None
REC_100687,Maharashtra,District_20,Residential,Railway,9614.05,9639.84,25844153.3,1,2021-11-01,2023-08-10,0.84,0,None
REC_100688,Karnataka,District_12,Agricultural,Railway,8948.39,8784.16,4175848.7,0,2022-05-14,2024-02-18,0.8,0,None
REC_100689,Karnataka,District_18,Forest,Urban Development,9804.35,10010.04,1871051.83,2,2022-01-03,2023-10-08,1.0,0,None
REC_100690,Maharashtra,District_4,Commercial,Highway,4697.75,4653.12,22324210.3,0,2020-12-15,2022-06-11,0.9,0,None
REC_100691,Karnataka,District_18,Residential,Highway,18130.22,18978.75,38633175.54,2,2020-02-16,2021-01-29,0.82,0,None
REC_100692,UP,District_5,Forest,Highway,18234.15,17453.25,2362825.17,4,2020-09-17,2021-10-02,0.98,0,None
REC_100693,Gujarat,District_4,Forest,Railway,878.32,890.08,152930.74,0,2021-04-13,2022-04-23,0.99,0,None
REC_100694,Karnataka,District_4,Forest,Highway,10881.02,11379.35,1634898.66,1,2022-08-06,2023-06-08,0.92,0,None
REC_100695,UP,District_15,Commercial,Dam,17190.54,16787.57,75047492.65,2,2020-01-05,2021-12-28,0.86,0,None
REC_100696,Maharashtra,District_18,Forest,Dam,18892.32,18911.18,1421631.92,5,2022-08-04,2024-07-04,0.99,0,None
REC_100697,Gujarat,District_19,Commercial,Railway,10088.89,10009.97,29273732.56,1,2020-04-16,2021-11-13,0.81,0,None
REC_100698,MP,District_20,Residential,Dam,5618.95,5609.44,8404315.62,1,2021-03-04,2022-05-12,0.84,0,None
REC_100699,Karnataka,District_13,Residential,Urban Development,6191.41,6136.89,12739398.92,0,2021-04-08,2022-02-18,0.84,0,None
REC_100700,Gujarat,District_14,Residential,Urban Development,12503.28,12676.0,22806124.87,1,2021-12-29,2023-02-04,0.89,0,None
REC_100701,Gujarat,District_7,Residential,Urban Development,18978.66,18618.13,34801371.67,5,2022-08-01,2023-06-12,0.93,0,None
REC_100702,Gujarat,District_17,Residential,Highway,11543.3,30348.37,38633661.23,2,2022-02-18,2023-08-12,0.8,1,Spatial Discrepancy
REC_100703,MP,District_19,Forest,Urban Development,9212.06,9375.39,1365439.97,2,2022-06-17,2024-02-19,0.91,0,None
REC_100704,Maharashtra,District_17,Agricultural,Highway,19097.22,18834.03,7380397.44,3,2021-01-25,2021-12-19,0.84,0,None
REC_100705,Maharashtra,District_2,Commercial,Urban Development,1683.32,1738.52,10189079.44,0,2022-02-07,2023-01-17,0.84,0,None
REC_100706,Karnataka,District_9,Commercial,Highway,18729.03,18674.16,79881463.43,1,2021-12-08,2023-04-04,0.99,0,None
REC_100707,Gujarat,District_18,Agricultural,Urban Development,5179.0,5392.16,721703.67,1,2022-04-13,2024-01-16,0.81,0,None
REC_100708,Maharashtra,District_20,Commercial,Dam,16709.29,15874.23,75388674.66,2,2020-08-31,2022-08-04,0.85,0,None
REC_100709,Karnataka,District_2,Forest,Dam,5953.64,5702.72,494990.6,1,2021-03-02,2022-07-15,0.91,0,None
REC_100710,MP,District_2,Agricultural,Urban Development,19212.05,20142.53,8527127.09,2,2020-07-26,2022-04-20,0.93,0,None
REC_100711,Gujarat,District_12,Commercial,Railway,11922.68,11861.43,90393822.31,2,2020-10-28,2022-07-29,0.96,0,None
REC_100712,Gujarat,District_3,Commercial,Railway,13097.92,12469.66,58935753.22,2,2022-01-22,2023-12-29,0.98,0,None
REC_100713,Maharashtra,District_13,Agricultural,Dam,18632.47,18161.01,6236178.36,5,2020-10-12,2022-01-05,0.99,0,None
REC_100714,Gujarat,District_6,Residential,Highway,13703.33,13699.99,16363972.49,1,2020-12-04,2022-09-22,0.87,0,None
REC_100715,Gujarat,District_2,Commercial,Urban Development,12651.86,12825.7,53551871.12,3,2021-09-03,2022-04-23,0.87,0,None
REC_100716,MP,District_10,Forest,Urban Development,8938.96,9044.96,1330112.57,1,2020-03-15,2021-08-02,0.82,0,None
REC_100717,MP,District_8,Commercial,Highway,13940.95,13304.77,77027215.51,3,2022-03-16,2024-02-11,0.8,0,None
REC_100718,Gujarat,District_14,Forest,Highway,19200.97,18710.86,1181522.9,3,2020-12-23,2022-02-02,0.94,0,None
REC_100719,Gujarat,District_11,Residential,Urban Development,8456.79,8089.62,18229710.58,1,2020-10-27,2021-12-04,0.98,0,None
REC_100720,MP,District_17,Forest,Highway,10913.7,10671.58,644656.23,3,2020-04-27,2021-10-13,0.86,0,None
REC_100721,UP,District_8,Commercial,Highway,13590.44,13762.03,101381517.72,1,2021-11-29,2023-04-21,0.99,0,None
REC_100722,UP,District_4,Forest,Urban Development,15606.12,15167.68,2554830.55,3,2021-07-07,2022-10-19,0.95,0,None
REC_100723,Maharashtra,District_17,Residential,Dam,19266.12,19192.54,29402237.17,4,2021-05-13,2021-12-23,0.95,0,None
REC_100724,Karnataka,District_7,Residential,Highway,12769.77,12716.46,30147049.69,1,2022-08-28,2023-06-02,0.9,0,None
REC_100725,Gujarat,District_18,Agricultural,Highway,7877.78,8090.82,3116243.15,1,2020-08-03,2021-09-05,0.85,0,None
REC_100726,UP,District_4,Commercial,Dam,15711.64,15522.98,124123174.99,3,2021-10-24,2022-07-04,0.91,0,None
REC_100727,Gujarat,District_1,Forest,Urban Development,10346.19,10621.56,872906.95,3,2020-02-08,2020-11-03,0.87,0,None
REC_100728,Maharashtra,District_2,Commercial,Urban Development,10608.79,10509.75,41791667.43,2,2021-07-25,2022-04-03,0.89,0,None
REC_100729,MP,District_8,Residential,Dam,5710.59,5833.2,8922985.11,1,2021-02-01,2022-11-04,0.99,0,None
REC_100730,UP,District_14,Residential,Highway,3065.52,2945.97,9734082.57,0,2021-02-02,2021-11-30,0.8,0,None
REC_100731,MP,District_1,Agricultural,Highway,1398.35,1449.92,505808.0,0,2021-12-18,2022-08-29,0.96,0,None
REC_100732,Karnataka,District_17,Agricultural,Urban Development,2835.32,2938.18,871995.96,0,2022-03-16,2023-07-17,0.97,0,None
REC_100733,MP,District_3,Residential,Dam,5673.06,5414.3,9918473.12,1,2021-01-25,2022-09-01,0.85,0,None
REC_100734,Maharashtra,District_16,Commercial,Railway,13564.09,13409.78,47613223.48,2,2020-05-19,2021-12-20,0.86,0,None
REC_100735,MP,District_10,Commercial,Urban Development,13010.8,12483.29,103804482.0,2,2021-11-24,2023-06-09,0.91,0,None
REC_100736,Maharashtra,District_18,Commercial,Highway,3239.73,3169.59,20725990.2,0,2020-02-12,2020-08-15,0.94,0,None
REC_100737,MP,District_20,Forest,Highway,2569.54,2566.32,191086.48,0,2020-11-08,2021-12-08,0.83,0,None
REC_100738,Karnataka,District_7,Forest,Railway,5856.75,5738.19,1141210.85,0,2020-06-13,2021-06-16,0.99,0,None
REC_100739,Gujarat,District_20,Residential,Railway,6413.98,6513.34,7620542.15,1,2020-04-27,2021-04-27,0.85,0,None
REC_100740,MP,District_2,Forest,Highway,9905.95,10141.86,797449.59,2,2020-10-24,2021-06-29,0.84,0,None
REC_100741,Karnataka,District_4,Commercial,Dam,18872.62,18435.72,84283770.5,3,2022-09-01,2024-02-01,0.99,0,None
REC_100742,Karnataka,District_5,Commercial,Highway,14030.34,13989.35,67495707.11,4,2020-10-18,2021-06-26,0.87,0,None
REC_100743,Gujarat,District_11,Forest,Dam,10177.75,10177.75,2012542.81,27,2020-12-02,2022-04-09,0.99,1,Demographic Spike
REC_100744,MP,District_19,Residential,Urban Development,14237.63,14057.1,30659484.81,3,2022-09-08,2024-05-18,0.84,0,None
REC_100745,Gujarat,District_1,Residential,Railway,13646.65,13071.71,16584936.77,2,2022-03-15,2023-04-25,0.92,0,None
REC_100746,UP,District_9,Residential,Railway,8904.17,8748.72,24157942.47,2,2021-11-26,2023-04-29,0.86,0,None
REC_100747,UP,District_15,Forest,Urban Development,13172.35,12594.88,1096148.14,3,2022-03-04,2023-07-09,0.94,0,None
REC_100748,UP,District_18,Agricultural,Railway,1779.21,1728.83,716086.79,0,2021-10-23,2022-07-13,0.84,0,None
REC_100749,Karnataka,District_5,Commercial,Urban Development,8771.61,8809.68,62236839.38,1,2022-01-21,2022-10-06,0.82,0,None
REC_100750,Maharashtra,District_1,Agricultural,Dam,4326.57,4269.33,1493318.17,0,2022-02-26,2023-03-30,0.93,0,None
REC_100751,Maharashtra,District_18,Residential,Dam,6081.37,6322.65,8446260.38,0,2021-10-31,2022-09-28,0.86,0,None
REC_100752,Karnataka,District_13,Commercial,Urban Development,12965.63,13235.24,87911036.72,2,2020-05-17,2022-03-03,0.93,0,None
REC_100753,MP,District_17,Agricultural,Dam,10960.0,11506.8,3423136.5,2,2021-01-07,2022-12-02,0.85,0,None
REC_100754,Maharashtra,District_8,Commercial,Railway,9849.37,9734.66,54246134.36,2,2021-04-01,2022-03-10,0.92,0,None
REC_100755,Gujarat,District_19,Commercial,Dam,16449.13,16444.47,100662769.07,1,2022-08-19,2024-02-17,0.97,0,None
REC_100756,Maharashtra,District_8,Forest,Railway,7187.85,7316.27,830037.31,2,2020-03-05,2021-05-29,0.92,0,None
REC_100757,Karnataka,District_8,Agricultural,Railway,2632.44,2521.44,601772.23,0,2021-06-14,2022-12-15,0.84,0,None
REC_100758,UP,District_16,Forest,Highway,11086.12,11580.98,1584208.86,1,2020-02-10,2021-07-05,0.92,0,None
REC_100759,Maharashtra,District_17,Residential,Urban Development,16820.09,17359.31,17881113.66,2,2021-08-15,2022-08-08,0.96,0,None
REC_100760,UP,District_13,Residential,Highway,7702.96,7789.76,17768827.5,1,2021-06-13,2022-08-24,0.93,0,None
REC_100761,UP,District_8,Forest,Urban Development,2150.65,2193.94,439088.58,0,2022-04-16,2023-10-01,0.88,0,None
REC_100762,UP,District_16,Agricultural,Railway,4241.53,4049.25,571553.52,0,2021-03-26,2022-03-10,0.97,0,None
REC_100763,Gujarat,District_3,Residential,Railway,18940.63,18845.17,41893883.88,3,2020-06-02,2021-06-08,0.91,0,None
REC_100764,Gujarat,District_12,Agricultural,Railway,14842.65,15427.6,6631299.07,1,2021-02-28,2022-07-31,0.96,0,None
REC_100765,Maharashtra,District_16,Forest,Dam,7659.81,18162.9,930906.83,1,2020-08-03,2021-07-14,0.83,1,Spatial Discrepancy
REC_100766,Maharashtra,District_8,Agricultural,Railway,18374.54,17676.6,7163806.6,4,2021-08-10,2022-07-20,0.88,0,None
REC_100767,Gujarat,District_17,Agricultural,Railway,10676.31,11097.78,1345899.78,3,2020-02-27,2021-02-11,0.84,0,None
REC_100768,Karnataka,District_6,Forest,Highway,19949.75,19949.75,16187063.25,3,2022-06-18,2023-10-01,0.98,1,Compensation Outlier
REC_100769,Gujarat,District_15,Forest,Dam,4164.12,4030.39,457526.13,0,2020-06-23,2021-08-01,0.85,0,None
REC_100770,UP,District_20,Commercial,Railway,6750.46,6794.92,33403638.53,1,2021-09-30,2023-09-03,0.9,0,None
REC_100771,Karnataka,District_6,Residential,Dam,17848.9,18033.14,50417749.91,5,2021-09-02,2022-05-10,0.93,0,None
REC_100772,Gujarat,District_13,Forest,Railway,6869.13,6869.13,807147.42,34,2020-04-21,2020-11-03,0.87,1,Demographic Spike
REC_100773,MP,District_17,Forest,Railway,3712.0,3746.08,338146.14,0,2021-09-12,2022-06-17,0.81,0,None
REC_100774,Gujarat,District_16,Agricultural,Highway,15171.98,15387.84,5629047.18,3,2020-04-05,2022-02-07,0.96,0,None
REC_100775,Gujarat,District_20,Agricultural,Dam,7471.51,7353.71,1754546.91,1,2021-06-18,2023-02-18,0.98,0,None
REC_100776,Karnataka,District_2,Forest,Railway,10593.78,10120.7,729681.51,2,2022-08-18,2024-06-21,0.92,0,None
REC_100777,UP,District_12,Agricultural,Dam,2326.32,2404.91,902689.2,0,2020-05-17,2021-07-31,0.85,0,None
REC_100778,UP,District_8,Agricultural,Urban Development,18751.89,18334.2,8161093.26,4,2021-09-04,2023-04-25,0.93,0,None
REC_100779,Karnataka,District_7,Agricultural,Highway,1458.64,1508.34,154315.46,0,2021-08-14,2023-07-30,0.85,0,None
REC_100780,Maharashtra,District_17,Agricultural,Dam,1911.34,2004.14,1029218.99,0,2021-11-01,2022-11-26,0.8,0,None
REC_100781,Karnataka,District_14,Residential,Highway,18109.49,18186.25,22945312.08,2,2020-06-07,2022-02-13,0.8,0,None
REC_100782,MP,District_9,Residential,Dam,2207.7,2114.69,6468336.1,0,2021-08-01,2023-02-06,0.95,0,None
REC_100783,MP,District_9,Forest,Railway,9536.12,9690.96,875930.61,2,2021-02-27,2023-01-02,0.83,0,None
REC_100784,Gujarat,District_12,Forest,Urban Development,5320.52,5159.01,1027871.91,0,2020-11-10,2022-04-26,0.88,0,None
REC_100785,UP,District_5,Agricultural,Railway,13358.75,13651.34,5020723.66,3,2021-04-02,2022-03-13,0.85,0,None
REC_100786,Maharashtra,District_7,Forest,Urban Development,7017.2,7029.98,1345259.47,0,2022-03-31,2022-11-19,0.98,0,None
REC_100787,Gujarat,District_13,Agricultural,Highway,18922.63,43964.81,12999800.06,3,2022-04-23,2023-03-17,0.92,1,Spatial Discrepancy
REC_100788,MP,District_14,Agricultural,Highway,8863.3,8565.96,2998988.27,1,2020-09-26,2021-11-07,0.81,0,None
REC_100789,Karnataka,District_3,Agricultural,Dam,19733.82,20433.52,4513889.36,2,2022-08-11,2024-03-23,0.84,0,None
REC_100790,MP,District_17,Residential,Highway,2516.2,2627.05,4493862.49,0,2022-08-26,2023-08-20,0.87,0,None
REC_100791,UP,District_15,Agricultural,Railway,8531.12,8391.16,3505017.04,0,2022-05-20,2024-04-29,0.84,0,None
REC_100792,Karnataka,District_7,Agricultural,Railway,4520.95,4607.69,2107318.94,1,2021-09-21,2022-09-09,0.91,0,None
REC_100793,Maharashtra,District_12,Commercial,Highway,1811.19,1810.11,10283673.79,0,2022-09-26,2023-09-02,0.86,0,None
REC_100794,Maharashtra,District_9,Forest,Urban Development,15910.07,15482.64,1625451.34,2,2021-11-16,2023-06-23,0.81,0,None
REC_100795,UP,District_19,Commercial,Highway,679.42,668.94,5300405.34,0,2022-01-24,2022-10-01,0.97,0,None
REC_100796,Maharashtra,District_18,Residential,Urban Development,18833.51,18833.51,39005018.05,42,2020-12-21,2022-03-29,0.88,1,Demographic Spike
REC_100797,MP,District_7,Forest,Dam,1553.93,1553.93,102091.71,0,2021-08-11,2021-08-21,0.96,1,Timeline Irregularity
REC_100798,UP,District_17,Agricultural,Highway,8184.63,8431.51,1972955.72,1,2021-05-30,2022-09-23,0.97,0,None
REC_100799,Karnataka,District_4,Residential,Urban Development,10063.86,9831.51,31069884.47,1,2021-12-11,2023-09-05,1.0,0,None
REC_100800,UP,District_19,Forest,Railway,16023.34,16083.41,1646918.13,1,2022-02-14,2023-07-26,0.85,0,None
REC_100801,UP,District_15,Agricultural,Dam,2864.67,2772.55,372709.89,0,2020-04-29,2021-07-17,0.85,0,None
REC_100802,Maharashtra,District_13,Commercial,Railway,17338.08,17505.78,124593171.39,2,2022-03-30,2023-08-15,0.82,0,None
REC_100803,UP,District_12,Agricultural,Urban Development,11912.59,12390.59,2866538.32,2,2020-09-11,2021-12-29,0.83,0,None
REC_100804,Maharashtra,District_13,Residential,Highway,14712.97,14864.54,21236504.69,4,2021-07-21,2022-07-18,0.91,0,None
REC_100805,UP,District_11,Residential,Railway,16715.69,16095.5,18040651.82,3,2022-07-04,2023-10-02,0.81,0,None
REC_100806,Gujarat,District_7,Forest,Railway,1139.6,1101.04,187790.01,0,2020-08-28,2021-10-29,0.83,0,None
REC_100807,Karnataka,District_7,Commercial,Railway,15270.65,15558.18,60137173.32,2,2022-05-04,2023-07-13,0.96,0,None
